"menu_pk","menu_uppk","menu_status","menu_p_type","menu_p_use","menu_level","menu_soft","menu_name","menu_title","menu_remark1","menu_page","menu_remark2","menu_url_path","menu_url_file","menu_url_para","menu_flag","menu_count"
"819","421","1","r","555","3","50","19-1.遞補招募函-直接申請簽證","19-1.遞補招募函-直接申請簽證","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_k_19_1.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","202"
"821","94","1","r","557","3","50","4.逾期未辦理備查函一覽表","4.逾期未辦理備查函一覽表","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","d_j_4.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","58"
"822","96","1","r","558","3","50","3.近期應辦理VISA一覽表","3.近期應辦理VISA一覽表","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","d_k_3.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","822"
"679","120","31","r","293","4","50","02-2.招募外籍看護工委任契約書(家庭類) 10508家庭看護工","02-2.招募外籍看護工委任契約書(家庭類) 10508家庭看護工","20170331需求","report_page","","../report_foms/report/sfoms/","e_a_2_02.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","24"
"823","94","1","r","559","3","50","2.備查函資料一覽表","2.備查函資料一覽表","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","d_j_2.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","239"
"824","94","1","r","560","3","50","3.近期應辦理備查函一覽表","3.近期應辦理備查函一覽表","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","d_j_3.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","107"
"825","64","1","r","561","3","50","A01.外勞資料拋轉清單","A01.外勞資料拋轉清單","","report_page","","../report_foms/report_ifoms/ifoms/","d_a_a01.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","1557"
"826","277","1","r","562","4","50","F.勞健保勞退三合一薪調表","F.勞健保勞退三合一薪調表","","report_page","","../report_foms/report_ifoms/ifoms/","e_i_4_f.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","40"
"827","421","1","r","563","3","50","19_2.遞補招募函-附加就業安定費","19_2.遞補招募函-附加就業安定費","","report_page","","http://[_hostIP_]:8080/birt/[_reportPath_]/","e_k_19_2.jsp","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_]","","57"
"829","0","6","r","564","1","50","1-3.應收資料報表(異動金額)","1-3.應收資料報表(異動金額)","","","","","","","","0"
"830","537","1","r","565","3","50","05.桃園縣入通檢核清單","05.桃園縣入通檢核清單","","report_page","","../report_foms/report/sfoms/","e_r_5.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","327"
"831","2","1","x","0","2","50","L.客戶服務報表","L.客戶服務報表","","","","","#","","","0"
"832","831","8","r","629","3","50","10.評鑑-客戶外勞申訴異常登記表","10.評鑑-客戶外勞申訴異常登記表","","_blank","","../report_foms/report/download_rpt/","A_L_10_evaluation-cusLabComplaintAbnormal.pdf","","","26"
"833","831","1","x","0","3","50","06-1.評鑑-服務記錄表-格式1","06-1.評鑑-服務記錄表-格式1","","","","","#","","","0"
"834","831","1","x","0","3","50","06-2.評鑑-服務記錄表-格式2","06-2.評鑑-服務記錄表-格式2","","","","","#","","","0"
"835","831","1","x","0","3","50","06-3.外勞服務名冊","06-3.外勞服務名冊","","","","","#","","","0"
"836","831","1","x","0","3","50","07.評鑑-滿意度調查","07.評鑑-滿意度調查","","","","","#","","","0"
"837","831","1","x","0","3","50","08.評鑑-申訴登記表","08.評鑑-申訴登記表","","","","","#","","","0"
"838","831","1","x","0","3","50","09.評鑑-異常登記表","09.評鑑-異常登記表","","","","","#","","","0"
"839","833","8","v","0","4","50","A_L_6-1_評鑑-服務記錄表-格式1(雇主)","A_L_6-1_評鑑-服務記錄表-格式1(雇主)","","_blank","","../report_foms/report/download_rpt/","A_L_6-1_evaluation-ServiceRecord-t1(cus).pdf","","","2"
"840","833","8","v","0","4","50","A_L_6-1_評鑑-服務記錄表-格式1(中英)","A_L_6-1_評鑑-服務記錄表-格式1(中英)","","_blank","","../report_foms/report/download_rpt/","A_L_6-1_evaluation-ServiceRecord-t1(eng).pdf","","","2"
"841","833","8","v","0","4","50","A_L_6-1_評鑑-服務記錄表-格式1(中印)","A_L_6-1_評鑑-服務記錄表-格式1(中印)","","_blank","","../report_foms/report/download_rpt/","A_L_6-1_evaluation-ServiceRecord-t1(inn).pdf","","","23"
"842","833","8","v","0","4","50","A_L_6-1_評鑑-服務記錄表-格式1(中泰)","A_L_6-1_評鑑-服務記錄表-格式1(中泰)","","_blank","","../report_foms/report/download_rpt/","A_L_6-1_evaluation-ServiceRecord-t1(tai).pdf","","","1"
"843","833","8","v","0","4","50","A_L_6-1_評鑑-服務記錄表-格式1(中越)","A_L_6-1_評鑑-服務記錄表-格式1(中越)","","_blank","","../report_foms/report/download_rpt/","A_L_6-1_evaluation-ServiceRecord-t1(una).pdf","","","1"
"844","834","8","v","0","4","50","A_L_6-2_評鑑-服務記錄表-格式2(雇主)","A_L_6-2_評鑑-服務記錄表-格式2(雇主)","","_blank","","../report_foms/report/download_rpt/","A_L_6-2_evaluation-ServiceRecord-t2(cus).pdf","","","0"
"845","834","8","v","0","4","50","A_L_6-2_評鑑-服務記錄表-格式2(中英)","A_L_6-2_評鑑-服務記錄表-格式2(中英)","","_blank","","../report_foms/report/download_rpt/","A_L_6-2_evaluation-ServiceRecord-t2(eng).pdf","","","1"
"846","834","8","v","0","4","50","A_L_6-2_評鑑-服務記錄表-格式2(中印)","A_L_6-2_評鑑-服務記錄表-格式2(中印)","","_blank","","../report_foms/report/download_rpt/","A_L_6-2_evaluation-ServiceRecord-t2(inn).pdf","","","1"
"847","834","8","v","0","4","50","A_L_6-2_評鑑-服務記錄表-格式2(中泰)","A_L_6-2_評鑑-服務記錄表-格式2(中泰)","","_blank","","../report_foms/report/download_rpt/","A_L_6-2_evaluation-ServiceRecord-t2(tai).pdf","","","2"
"848","834","8","v","0","4","50","A_L_6-2_評鑑-服務記錄表-格式2(中越)","A_L_6-2_評鑑-服務記錄表-格式2(中越)","","_blank","","../report_foms/report/download_rpt/","A_L_6-2_evaluation-ServiceRecord-t2(una).pdf","","","1"
"849","835","1","r","627","4","50","A_L_6-3_外勞服務名冊(四國)","A_L_6-3_外勞服務名冊(四國)","","_blank","","../report_foms/report/download_rpt/","A_L_6-3_labServiceList(4lang).pdf","","","14"
"850","835","1","r","627","4","50","A_L_6-3_外勞服務名冊(中文)","A_L_6-3_外勞服務名冊(中文)","","_blank","","../report_foms/report/download_rpt/","A_L_6-3_labServiceList(cht).pdf","","","14"
"851","835","1","r","627","4","50","A_L_6-3_外勞服務名冊(中英)","A_L_6-3_外勞服務名冊(中英)","","_blank","","../report_foms/report/download_rpt/","A_L_6-3_labServiceList(eng).pdf","","","26"
"852","835","1","r","627","4","50","A_L_6-3_外勞服務名冊(中印)","A_L_6-3_外勞服務名冊(中印)","","_blank","","../report_foms/report/download_rpt/","A_L_6-3_labServiceList(inn).pdf","","","33"
"853","835","1","r","627","4","50","A_L_6-3_外勞服務名冊(中泰)","A_L_6-3_外勞服務名冊(中泰)","","_blank","","../report_foms/report/download_rpt/","A_L_6-3_labServiceList(tai).pdf","","","14"
"854","835","1","r","627","4","50","A_L_6-3_外勞服務名冊(中越)","A_L_6-3_外勞服務名冊(中越)","","_blank","","../report_foms/report/download_rpt/","A_L_6-3_labServiceList(una).pdf","","","32"
"855","836","1","r","628","4","50","A_L_7_A_評鑑-客戶滿意度調查-雇主","A_L_7_A_評鑑-客戶滿意度調查-雇主","","report_page","","../report_foms/report_ifoms/ifoms/","a_l_7_a.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","40"
"856","836","1","r","628","4","50","A_L_7_B_評鑑-外勞滿意度調查-全(泰、印、菲、越)","A_L_7_B_評鑑-外勞滿意度調查-全(泰、印、菲、越)","","report_page","","../report_foms/report_ifoms/ifoms/","a_l_7_b.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","7"
"857","836","8","r","628","4","50","A_L_7_B_評鑑-外勞滿意度調查(中印)","A_L_7_B_評鑑-外勞滿意度調查(中印)","","_blank","","../report_foms/report/download_rpt/","A_L_7_B_evaluation-labSatisfactionSurvey(inn).pdf","","","5"
"858","836","8","r","628","4","50","A_L_7_B_評鑑-外勞滿意度調查(中泰)","A_L_7_B_評鑑-外勞滿意度調查(中泰)","","_blank","","../report_foms/report/download_rpt/","A_L_7_B_evaluation-labSatisfactionSurvey(tai).pdf","","","1"
"859","836","8","r","628","4","50","A_L_7_B_評鑑-外勞滿意度調查(中越)","A_L_7_B_評鑑-外勞滿意度調查(中越)","","_blank","","../report_foms/report/download_rpt/","A_L_7_B_evaluation-labSatisfactionSurvey(una).pdf","","","0"
"860","837","8","v","0","4","50","A_L_8_A_評鑑-雇主申訴登記表(中英)","A_L_8_A_評鑑-雇主申訴登記表(中英)","","_blank","","../report_foms/report/download_rpt/","A_L_8_A_evaluation-cusComplaint(eng).pdf","","","0"
"861","837","8","v","0","4","50","A_L_8_A_評鑑-雇主申訴登記表(中印)","A_L_8_A_評鑑-雇主申訴登記表(中印)","","_blank","","../report_foms/report/download_rpt/","A_L_8_A_evaluation-cusComplaint(inn).pdf","","","6"
"862","837","8","v","0","4","50","A_L_8_A_評鑑-雇主申訴登記表(中泰)","A_L_8_A_評鑑-雇主申訴登記表(中泰)","","_blank","","../report_foms/report/download_rpt/","A_L_8_A_evaluation-cusComplaint(tai).pdf","","","0"
"863","837","8","v","0","4","50","A_L_8_A_評鑑-雇主申訴登記表(中越)","A_L_8_A_評鑑-雇主申訴登記表(中越)","","_blank","","../report_foms/report/download_rpt/","A_L_8_A_evaluation-cusComplaint(una).pdf","","","1"
"864","837","8","v","0","4","50","A_L_8_B_評鑑-外勞申訴登記表(中英)","A_L_8_B_評鑑-外勞申訴登記表(中英)","","_blank","","../report_foms/report/download_rpt/","A_L_8_B_evaluation-labComplaint(eng).pdf","","","0"
"865","837","8","v","0","4","50","A_L_8_B_評鑑-外勞申訴登記表(中印)","A_L_8_B_評鑑-外勞申訴登記表(中印)","","_blank","","../report_foms/report/download_rpt/","A_L_8_B_evaluation-labComplaint(inn).pdf","","","0"
"866","837","8","v","0","4","50","A_L_8_B_評鑑-外勞申訴登記表(中泰)","A_L_8_B_評鑑-外勞申訴登記表(中泰)","","_blank","","../report_foms/report/download_rpt/","A_L_8_B_evaluation-labComplaint(tai).pdf","","","1"
"867","837","8","v","0","4","50","A_L_8_B_評鑑-外勞申訴登記表(中越)","A_L_8_B_評鑑-外勞申訴登記表(中越)","","_blank","","../report_foms/report/download_rpt/","A_L_8_B_evaluation-labComplaint(una).pdf","","","0"
"868","837","8","v","0","4","50","A_L_8_C_評鑑-機場服務-外勞離境申訴表(中文)","A_L_8_C_評鑑-機場服務-外勞離境申訴表(中文)","","_blank","","../report_foms/report/download_rpt/","A_L_8_C_evaluation-air-labExitComplaint(cht).pdf","","","0"
"869","837","8","v","0","4","50","A_L_8_C_評鑑-機場服務-外勞離境申訴表(中印)","A_L_8_C_評鑑-機場服務-外勞離境申訴表(中印)","","_blank","","../report_foms/report/download_rpt/","A_L_8_C_evaluation-air-labExitComplaint(inn).pdf","","","0"
"870","838","8","v","0","4","50","A_L_9_A_評鑑-客戶異常登記表(中英)","A_L_9_A_評鑑-客戶異常登記表(中英)","","_blank","","../report_foms/report/download_rpt/","A_L_9_A_evaluation-cusAbnormal(eng).pdf","","","1"
"871","838","8","v","0","4","50","A_L_9_A_評鑑-客戶異常登記表(中印)","A_L_9_A_評鑑-客戶異常登記表(中印)","","_blank","","../report_foms/report/download_rpt/","A_L_9_A_evaluation-cusAbnormal(inn).pdf","","","2"
"872","838","8","v","0","4","50","A_L_9_A_評鑑-客戶異常登記表(中泰)","A_L_9_A_評鑑-客戶異常登記表(中泰)","","_blank","","../report_foms/report/download_rpt/","A_L_9_A_evaluation-cusAbnormal(tai).pdf","","","2"
"873","838","8","v","0","4","50","A_L_9_A_評鑑-客戶異常登記表(中越)","A_L_9_A_評鑑-客戶異常登記表(中越)","","_blank","","../report_foms/report/download_rpt/","A_L_9_A_evaluation-cusAbnormal(una).pdf","","","0"
"874","838","8","v","0","4","50","A_L_9_B_評鑑-外勞異常登記表(中英)","A_L_9_B_評鑑-外勞異常登記表(中英)","","_blank","","../report_foms/report/download_rpt/","A_L_9_B_evaluation-labAbnormal(eng).pdf","","","1"
"875","838","8","v","0","4","50","A_L_9_B_評鑑-外勞異常登記表(中印)","A_L_9_B_評鑑-外勞異常登記表(中印)","","_blank","","../report_foms/report/download_rpt/","A_L_9_B_evaluation-labAbnormal(inn).pdf","","","0"
"876","838","8","v","0","4","50","A_L_9_B_評鑑-外勞異常登記表(中泰)","A_L_9_B_評鑑-外勞異常登記表(中泰)","","_blank","","../report_foms/report/download_rpt/","A_L_9_B_evaluation-labAbnormal(tai).pdf","","","0"
"877","838","8","v","0","4","50","A_L_9_B_評鑑-外勞異常登記表(中越)","A_L_9_B_評鑑-外勞異常登記表(中越)","","_blank","","../report_foms/report/download_rpt/","A_L_9_B_evaluation-labAbnormal(una).pdf","","","1"
"878","191","1","r","566","4","50","13-1.NAF-013製造工聘僱申請書(1060111)","13-1.NAF-013製造工聘僱申請書(1060111)","","report_page","","../report_foms/report/sfoms/","e_g_1_13_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","5354"
"879","191","1","r","567","4","50","10-1.NAF-010-1各類別工作初次招募後入國引進申請書(1050314)","10-1.NAF-010-1各類別工作初次招募後入國引進申請書(1050314)","","report_page","","../report_foms/report/sfoms/","e_g_1_10_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","1869"
"880","191","1","r","568","4","50","21-1.NAF-021-1各類別工作遞補申請書(1050314)","21-1.NAF-021-1各類別工作遞補申請書(1050314)","","report_page","","../report_foms/report/sfoms/","e_g_1_21_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","3061"
"881","191","1","r","569","4","50","21-2.NAF-021-2各類別工作離境備查申請書(1060111)","21-2.NAF-021-2各類別工作離境備查申請書(1060111)","上一次1050314","report_page","","../report_foms/report/sfoms/","e_g_1_21_2.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","4165"
"882","191","1","r","570","4","50","22-1.NAF-022-1延長招募許可引進期限申請書(1050314)","22-1.NAF-022-1延長招募許可引進期限申請書(1050314)","","report_page","","../report_foms/report/sfoms/","e_g_1_22_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","155"
"883","191","31","r","571","4","50","05-1.NAF-005-1家庭看護工初次招募申請書(1050701)","05-1.NAF-005-1家庭看護工初次招募申請書(1050701)","20170331需求","report_page","","../report_foms/report/sfoms/","e_g_1_05_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","46"
"884","191","31","r","572","4","50","05-2.NAF-005-2家庭看護工初次招募申請書(1051116)","05-2.NAF-005-2家庭看護工初次招募申請書(1051116)","20170331需求","report_page","","../report_foms/report/sfoms/","e_g_1_05_2.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","25"
"885","191","1","r","573","4","50","22-2.NAF-022-2補正資料申請書(1030331)","22-2.NAF-022-2補正資料申請書(1030331)","","report_page","","../report_foms/report/sfoms/","e_g_1_22_2.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","558"
"886","191","1","r","574","4","50","22-3.NAF-022-3補發申請書(1050314)","22-3.NAF-022-3補發申請書(1050314)","","report_page","","../report_foms/report/sfoms/","e_g_1_22_3.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","191"
"887","191","1","r","575","4","50","22-4.NAF-022-4資料異動申請書(1050314)","22-4.NAF-022-4資料異動申請書(1050314)","","report_page","","../report_foms/report/sfoms/","e_g_1_22_4.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","1589"
"888","191","1","r","576","4","50","20-1.NAF-020各類別工作外國人連續曠職3日失去聯絡(1060111)","20-1.NAF-020各類別工作外國人連續曠職3日失去聯絡(1060111)","","report_page","","../report_foms/report/sfoms/","e_g_1_20_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","736"
"889","191","1","r","577","4","50","10-2.NAF-010-2各類別工作重新招募後入國引進申請書(1051116)","10-2.NAF-010-2各類別工作重新招募後入國引進申請書(1051116)","","report_page","","../report_foms/report/sfoms/","e_g_1_10_2.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","2041"
"890","191","1","r","578","4","50","01-1.NAF-001製造業初次(重新)招募申請書(1040501)","01-1.NAF-001製造業初次(重新)招募申請書(1040501)","","report_page","","../report_foms/report/sfoms/","e_g_1_01_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","2217"
"891","214","1","r","579","4","50","08-1.NAF-T08(一般轉出、不續聘轉出、延長轉換期限)(1051116)","08-1.NAF-T08(一般轉出、不續聘轉出、延長轉換期限)(1051116)","","report_page","","../report_foms/report/sfoms/","e_g_2_08_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","552"
"892","214","1","r","580","4","50","01-1.NAF-T01-1製造工接續聘僱申請書(1051116)","01-1.NAF-T01-1製造工接續聘僱申請書(1051116)","","report_page","","../report_foms/report/sfoms/","e_g_2_01_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","594"
"893","191","8","r","581","4","50","34.製造業雇主變更工作場所至新廠之外國人人數說明書","34.製造業雇主變更工作場所至新廠之外國人人數說明書","","report_page","","../report_foms/report/sfoms/","e_g_1_34.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","6"
"894","78","1","r","582","3","50","3.居留證效期報表","3.居留證效期報表","","report_page","","../report_foms/report/sfoms/","d_d_3.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","246"
"895","191","31","r","583","4","50","06-1.NAF-006-1家庭幫傭初次招募申請書-16點(1050701)","06-1.NAF-006-1家庭幫傭初次招募申請書-16點(1050701)","20170331需求","report_page","","../report_foms/report/sfoms/","e_g_1_06_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","12"
"896","191","31","r","584","4","50","06-2.NAF-006-2家庭幫傭初次招募申請書-外資(1050701)","06-2.NAF-006-2家庭幫傭初次招募申請書-外資(1050701)","20170331需求","report_page","","../report_foms/report/sfoms/","e_g_1_06_2.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","10"
"897","191","31","r","585","4","50","06-3.NAF-006-3家庭幫傭重新招募申請書-16點(1051116)","06-3.NAF-006-3家庭幫傭重新招募申請書-16點(1051116)","20170331需求","report_page","","../report_foms/report/sfoms/","e_g_1_06_3.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","12"
"898","191","31","r","586","4","50","06-4.NAF-006-4家庭幫傭重新招募申請書-外資(1051116)","06-4.NAF-006-4家庭幫傭重新招募申請書-外資(1051116)","20170331需求","report_page","","../report_foms/report/sfoms/","e_g_1_06_4.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","10"
"899","191","31","r","587","4","50","22-5.NAF-022-5變更被看護者申請書(1040501)","22-5.NAF-022-5變更被看護者申請書(1040501)","20170331需求","report_page","","../report_foms/report/sfoms/","e_g_1_22_5.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","24"
"900","214","31","r","588","4","50","03-1.NAF-T03-1家庭看護工接續聘僱申請書(1051116)","03-1.NAF-T03-1家庭看護工接續聘僱申請書(1051116)","20170331需求","report_page","","../report_foms/report/sfoms/","e_g_2_03_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","28"
"901","214","31","r","589","4","50","03-2.NAF-T03-2家庭看護工接續聘僱申請書-變更雇主(1051116)","03-2.NAF-T03-2家庭看護工接續聘僱申請書-變更雇主(1051116)","20170331需求","report_page","","../report_foms/report/sfoms/","e_g_2_03_2.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","20"
"902","214","1","r","590","4","50","16-1.AF-T25~28變更雇主接續聘僱證明書(四國雙語版)(1051116)","16-1.AF-T25~28變更雇主接續聘僱證明書(四國雙語版)(1051116)","","report_page","","../report_foms/report/sfoms/","e_g_2_16_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","110"
"903","27","1","x","0","2","50","G.審查費用管理","G.審查費用管理","","","","","#","","","0"
"904","903","1","u","380","3","50","3.收據單號管理","3.收據單號管理","","","","","index.php","[_quest_]pro=c_g_3","","41"
"905","903","1","u","384","3","50","4.收據單號使用登錄","4.收據單號使用登錄","","","","","index.php","[_quest_]pro=c_g_4","","212"
"906","0","0","u","381","0","0","3.收據單號管理-新增","3.收據單號管理-新增","","","","","","","","0"
"907","0","0","u","382","0","0","3.收據單號管理-修改","3.收據單號管理-修改","","","","","","","","0"
"908","0","0","u","383","0","0","3.收據單號管理-刪除","3.收據單號管理-刪除","","","","","","","","0"
"909","0","0","u","385","0","0","4.收據單號使用登錄-新增","4.收據單號使用登錄-新增","","","","","","","","0"
"910","0","0","u","386","0","0","4.收據單號使用登錄-修改","4.收據單號使用登錄-修改","","","","","","","","0"
"911","0","0","u","387","0","0","4.收據單號使用登錄-刪除","4.收據單號使用登錄-刪除","","","","","","","","0"
"912","214","1","r","591","4","50","07-1.NAF-T07-1機構看護工三方雙方接續聘僱申請書(1051116)","07-1.NAF-T07-1機構看護工三方雙方接續聘僱申請書(1051116)","","report_page","","../report_foms/report/sfoms/","e_g_2_07_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","23"
"913","214","1","r","592","4","50","07-2.NAF-T07-2機構看護工承接、承租或併購接續聘僱申請書(1051116)","07-2.NAF-T07-2機構看護工承接、承租或併購接續聘僱申請書(1051116)","","report_page","","../report_foms/report/sfoms/","e_g_2_07_2.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","38"
"914","242","1","r","593","3","50","15-1.8082_就安費調整數額申請表(1041103)","15-1.8082_就安費調整數額申請表(1041103)","","report_page","","../report_foms/report/sfoms/","e_h_15_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","16"
"915","191","1","r","594","4","50","24-1.NAF-024營造及家庭看護調派申請書(10501)","24-1.NAF-024營造及家庭看護調派申請書(10501)","","report_page","","../report_foms/report/sfoms/","e_g_1_24_1.php","[_quest_]u=[_un_][_and_]login_company_num=[_login_company_num_][_and_]selfileUrl=[_selfileUrl_][_and_]fomstype=[_fomsType_][_and_]sn_ap_flag=[_sn_ap_flag_]","","19"
